sim_num,max_danger,avg_danger,interactions,lane_switch_interactions,tailgating_interactions,goals_not_reached,collisions,emergency_maneuvers,avg_velocity,overall_steps,number_egos
307,25.227523510263236,6.774676783034365,7,7,0,4,0,20,13.251128457962594,89,5
308,10.83464861046393,2.6000077972852838,3,3,0,1,0,5,14.290365938523454,88,4
309,27.25894387152194,5.615540009522518,12,12,0,3,0,18,12.319411444640913,121,6
310,14.548686277233406,4.031980641853751,12,12,0,2,0,10,12.379313049403793,121,5
311,16.046663858163708,4.541527437503335,4,4,0,2,0,11,13.102469733437083,140,6
312,28.44213085188679,4.895478521711115,6,6,0,2,0,11,13.042914057941621,122,6
313,28.44213085188679,4.895478521711115,6,6,0,2,0,11,13.042914057941621,122,6
314,27.672860288945127,5.492455598060352,7,7,0,2,0,13,13.27351721413453,121,6
315,18.857598566809546,5.1071617543834025,9,9,0,2,0,12,13.011899365407679,122,6
316,28.44213085188679,4.895478521711115,6,6,0,2,0,11,13.042914057941621,122,6
317,20.36075740476784,4.880419024834256,8,8,0,2,0,13,13.40509068238002,126,6
